change_request_id|unit_id|sla_code|season_id|effective_start|effective_start_adj|change_request_justification|change_request_comments|sla_change_status|edited_user
3990|M005-06|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000005151FD393DCCE1B5798FAE3D03C465475AD02352BD562E5875B09611B992DB966D248537B4C16D760402712922B06D71
3991|M008|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000001537550AFB825BE973CA4E69A69099A017FAF05401BF58D8AABF54DE979CE32CF58F94BBA17AAE282026ADED47C5258D
3992|M010|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000291619237C8F5315183F0BEB0299364843765CB3009F439178E91A5578ED1FA0FCDCC66D4977E643F4854B9E137CA38F
3993|M010-01|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000EE7739256ED2B3F73DB582737DD9A6DD1D66CE7A265DA85F7911485A6C33A084AE9946EF9113E1A60AC39EC6174F6F13
3994|M010-02|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000BB1F6B01CBFCC43ACFFFD90838A3DFF14A66C8192FBFF704F05B93F61E0660680126A9B7F11E384A079DE3D54BCC45CB
3995|M010-031|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000532C1677CA8F4580E3B00CBCF92B6E3ACC94209F2BED4B0ACAD80DBCDA039BB7B0AF942AB932AC5DBF2FDF576CA1AE18
3996|X236|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000A2AB5D4B96C0B2D842F0D0EA52B2FF3A4A7F3E220393E2CCB64E8E4271848741DF1D28DF94D0AE53E8AC3EFB5F900E06
3997|X237|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000003051CB698F38932C377614350F1866D935CF911EEC555EA60D4414CC6C1084AE464CF0EE642806BE7790CC53C539CFE0
3998|X241|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000572424C636AE7EF4F553193BE90C1ACEEB26D6FC931C365AC20A11F0F159ED44D6EC2D11D82B8D5A956867C4F63E981A
3999|X245|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000083C067202562EB98B466D8BB8D5F510A55685748A3DD09D0422DFD1985AFB60466FE97B6E365D88D26CA86347716C287
4000|X246|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000520CDE0ABFBE6145F0EA924D3B1B2949269662B1DA830BE2F524C3B22E103557ED2FCF993446F36A6FBB3CB8A83A2496
4001|X250|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000004C355A0E22C8064CFDEBA2687911C472BA6C16512CE6817449EB79A05B79DC25F90E059D746D8122320232393502284
4002|X252A|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000B9DD6BE16ACF87C173AA6C4F72CA5CFF25CBDE7257477C4E683C871C45FD7618CC1B6CFE04DCEFC5D4A510813FABE888
4003|X252B|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000005007307D27C4DC43BA837D6A8C235EEC53AF988D7F3A44D46A3BB561AAB8B33EA8A58B122843788E1A31B943FE7F9322
4004|X254|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000A7EFB4D5E99A5954DAFCE2AA2F2CDC581229418E7601CB00A58B0044D3257B09802983D3249B2A0081DB617FE334ABD6
4005|X256|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000008548816BF80D17F82C2A9935A92DCE2BA98169F5D4698FEFC049813ABC74B732B6548BCF36F44584E58861DA4DB7EEC9
4006|X262|1|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000C3C9C93F5F042A997F1BD2931ED260EA1000853F3466813F7EFAAD5FFC79C14AFD135DB76FDB6470B44FFC4929DA6BED
4007|X266A|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000019F78341C6E186B5ABF6A9BA25EA9661EC6440E22AE57D621270DD7E62031FB264D9E341A9427A5C5204A1D551ABFE1B
4008|X270|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000498A37823D6AC792B17C5AB2B6C1A9BBD384F8096BDDD55AE547AF652C95124CBACD19C38DCCB6E2AD640FB3D896B8D6
4009|X271A|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000017C733894ADDFFB45E15253708842134BFB7A27FCB5BFF3B80B2FED338220D4A3550D92E8A13EBCF8997BED5D3A941EA
4010|X272|1|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000001EE925697AACAB46F2B5FFA96E6243FC57D877FC7EC0B9CD9AC974E74315257F7DA38875B72D6457333EF555ED5C88E5
4011|X272A|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000EA31C7BAFDF3F36A5E84C4A606B5C8A5779A6167CFB34283D3FEEAC3BE7F85161E635B4BB9ED83C08E83FB99D2307B27
4012|X275|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000916E0A26990A2D853D14FF64DA8147229CACF949797DE7E26949AA3064CD51D23D64D88A2D166BDAAE5068F580386088
4013|X276|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000F8C052E46FD5F7B5BBDE5697114435E775B7C4CD9AB4F6CE162BD0D70E461CB2C092C78546A9F0274C28050EDD9B4568
4014|X277|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000F5BC8B926B0C021E5DF2B97CED18B934B1FEE8B9CD34C65E2049D863CFA3E9F37ABF007DF5B83BB458990B32C122021A
4015|X277A|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000376DE62A8576AC29494464D6963DCF45E1EBFE5DC93FE63345A478D81BC12A97BE4477808EF2A5EF1CE5F5654A792735
4016|X277B|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000F8D0802DDB3788A24BF1EAD85D8929175D81FB53987849D8ABA0D0EC174BF0DB33CCC8E4058B3B587707FEC297DD23E7
4017|X279|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000548E53294EF75ECC29740DB6174D987B0C1B3DC5B10A53783B1F2EC32B1A2F9721590B16C5CB4FC5C5351FA082FFC9F7
4018|X281|1|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000F7FC80CFC60FC82D91DD301EC2059F0F988700BB010C73921B1250B5AFA3E8BC34A89D825CAE089602E0D23B880F6655
4019|X282|1|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000006935031CCE49E5534AC98EC0646A27FE333DCD493E8BE22D615CD5F613E8CAE7CAD82D307D63677E04C423B715861591
4020|X285|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000003FD216F9CFD78B0F752E8477E3171D8D6B9D04464C44D028B48C40FD27AD6F3B439B48C57855C67D8D9BEC917F51A2B0
4021|X293|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000F377AE0A0AA952194256853149D6D7A0432D4F0DE40AB570F0ADE41FB5C784D1BB1FFC25B8087E1CF1A4A33636ED98B7
4022|X294|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000003CAB233F4BFF8FEF7C4D5EE671089D2CA1BBFA20BA0BE9A7BC745CAB637264FEF184EB0D5A2FFB2C488BF7CF862E74BE
4023|X296|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000002ACC7CAF6792EF946A3B7DB053811514913B15994828DEB0B419A1CB186BDD0BDD8AB080C4D71873BB7FB08FD8A75CD2
4024|X297|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000782EF8C3419CD0896694078CE638BE2B947F14199740CF42E37CA55A0E96B0A5CC95E320A0CE45A9625A7CA36C34F124
4025|X298|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000033D7BD8059962DABA2403FD21221BF4E706B41C5B02E4FA467EC8CBDBE8943801298156BAE891BC48419DCE7E51F1E48
4026|X299|1|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000FC8557EEDC406ACF0C80614503074E81BDE65CE00B19B7C09B5AF885D696ADB592FBFFE7595928C25EB787216ADFA416
4027|X301|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000008F1AAC91B83629667100089E46E6C6E74EAD8D7B94FB1277B0FAEEC81B5B9391908D32544D7A6E7D15EFAA5EC08936E6
4028|X304|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000769A5459174FCB97E54F5765417A865B2D4141F84704E805E548FFFCCF3578807441D4E10FF2647C4421F2AED0B283D3
4029|X306|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000E542DD0DA70DFFBEEF7CC517F6D4E60843D7533F4AB660F4D99ACFABF5DEEBD1304FE04AF82B65554300019DA7F59EEE
4030|X308|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000490C9DEAC4FABD3C18DD3D772DC1998B37C919DE435DB6032310C12AB989823FCC0F2882F81EE99F990616685A99672C
4031|X309|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000C8362E7309AEB371F85DDB6A160461D0C74CDD4D56F157623B1F4E8A7FD5E2CF20E3E004699C956833A9CAA8982BC504
4032|X310|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000001A61CD8F11EF1BE440EC7DE9022F42B1E3F9CCD2F09D553C49D34A05E187F444B460D35EC2EC5024357313AA53F0823A
4033|X311|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000DBB9F982796875C47F376BB11086328B9440B101D9C1507AD7281A786B839B2B400A8C7D5DB862A234EBAB696988EA34
4034|X312|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000F3C61C572BFC039EB4D48F948F8A9E672C170A8D6A8D6B99876162587E4F8902F9FC8274BA1D8454EDE4C09519706D5B
4035|X313|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000651B9FE10941A6D7573973FDB4CA77FAC067D84FE8257766DE29648C8AFC67217B9C02A7CA4F1D3F1201113F43A93218
4036|X314|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000E4C253966271314D584117CE0D50EA7BB52F2BCDB70902FB069A2E4BA56C044E8C5F544FE8A0508C190AD7CAC2F1BBDA
4037|X315|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000007877BD3E8233D25E728651D41B838DF2179C5C070F25DB8755C3FCC1A0F4CA6E049BE6723D03AA6073353FFBD7CB1324
4038|X316|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000B6B7C34EEC9C09C2D99C9CD19EB5F9D42B3660F6579B4F82ABA077A0DF35459EE45955BF310105366CA7005A83A783BC
4039|X317|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000C1379F71F83D5EB099E6AE0D252FF856F379B338843BAD072184B6A981F4FD917243464F5FCC94CBF2D3D4D1ED95D8BF
4040|X318|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000009373028C7507C8ADAB9B8AE0A26E69EDF5D2DA0CFCE29A4E1247BACA4F6F3F1BCDC582F61614C52C5BEEAA01CAB7C4B0
4041|X319|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000087635D7A18F6A46A92A2B33D3E378D5381B767C180E205A94151945215652785E7F596F1EB819A8F725E3BAA1D088B6D
4042|X320|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000083587CA08A4560C981293D1A1C43798DAC8573C9D916CBB31F5A206E9970805FEA6A929E002C08BDBA2E25C56CCBE64E
4043|X321|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000C60CC98681F7FF20959209413C9879067EBD3266DC7C96BF4326E9ACCE9901DF6318937982BD30E2DAEE35433D0F1BF0
4044|X322|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000CE8150D0B027573562B9E26A4D6497B5836F7749A0A1653838FFBE5DDACAD3F14F108C3144F238C81508E721335AED20
4045|X323|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000024A121BC6253E4568F9F6417025A6D6712137A9AD7C967EE03532DF9EFB42684240881C6141D324982D7F4F6138F320A
4046|X324|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000000CD9164B59BED252958C6C35D07E75114C6398A77A0A3B4EC8B89D26EAF6EDBD2042355B03AE7C37DDB83932BF1072D7
4047|X325|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000E410D3FBD35EF4A32B451B0783C07883941A01F26C06CF79E66B325D300607E2CACB6961AB0F507749EDAAACA902BCA1
4048|X326|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000008555EBC657E10BF20D43F4B0F774702A9171C282D50B31AEE52EF94F137F83E89733E108CE915FF4A5B1E6B1FFD44B99
4049|X327|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000977DA076974661782826BDD5E91311539011A1DBAA937C5F6AB2DB9E3CECE7D78779DCD8405689290C97CC7690260E66
4050|X328|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000009B753113EEBC44A236766FCD3C3775A020767ED9E312FD117B40697CDF96C35ED1130E0D6703A385C696A7008AD6202A
4051|X329|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000E9F4F48A593B4C02FE141D917DF4F17F35E1D64D698109963D2B22FA282BD631FF4EF98D56A5B06173C4E1E25D962433
4052|X330|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000936C4D6A97048BC64F09F22C9C18853CF60ABE66E16AE4810E12FC0AC19FAE0A1193925E274A0337B57502982AD611C4
4053|X331|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000BA966DA9CD0ED5AB523239BEBF751203D054D02AC8DDA6C5DD86FE806BE1BD2CA989A41355B3754369F245BF6E0C76DC
4054|X332|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000074D235F37FD43E12EA311998C3DBE5F04C97CDB68C4B69D6B280B95BB1B7B6B6BF1F430141F4F246AE9B4B73311A804D
4055|X333|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000D0334B862A85D241EF13F42A7BB9AEC0A3882A824B0239030A2171B393A0C52C63A3985D80A83C5F54E89DE4C36F5A3F
4056|X334|1|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000006DD5DA4B7FBE5E5EB6C5829B322E33A37588B7F109B4CEF040545D0ED8DCD7B4AB8F14979F9FC9976B1D859920DF9309
4057|X337|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000A7C106ECEAFFBC9537E929840266C4AC004F623BEF9AD3E52FB3FD21F8689ABB3F8E2AE129900DC6C55D367AFA3953B2
4058|X338|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000A878DF05E35D3E7E13A8BCBF5C02AECA33B94DD9FDC8BC70DA0C754BA9514BCDFCCDC7DE193B7F5EC0FD8E71FB79FF2D
4059|X339|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000000BCE1B3B4D63246DDE45A62EE3FCA3C4B1DD7896BD74E5A331807EF215648C733EBF90BE59902B9A60E7F12618A2BB4
4060|X340|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000005718BA28BF1F11ACC0BFCF32B5A917B392ADD639F37FED3715D68239A8FD6048DD97484D5DEB3AC43CB1684B694FD403
4061|X341|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000222CBEE9C653237F9312C55488E56BF8560CDED75CB49D233703AF7F7BF7EFE09F58308C19B3EDD4810CF4444ED60AD2
4062|X342|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000C78517398C9C98E2AF281D55F3BA4BE7F93FAE5CB8BDAE3C76EB6809E00C1F70BDA16C132C310661ADAFD4D9B97FF8D3
4063|X343|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000002A90AE43589D4DE1D3F37FBEEB20B288BB913A3EF7378B8951DD8797E568546F46797C74DDCC81B740643737F5E81895
4064|X345|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000B745F3BD041A2391DC9415E03BB38D68E41C00A242C4D771FC93C54BB2AAC20111D99E8494D3F088888A0981E4C5F779
4065|X346|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000043B79F0BA88DD5CF052816B9764BBBF416E62E196D9CC3B77625F6FDFA908C289D39EDCE054B3EF011E8CC6EDC1D8494
4066|X347|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000DFA81DAE534724B6BBEDCCE201192E32D216A34468339B3D808BCC9C8F15E3A024343AAE85C1ACBA86682F9DBDC8420A
4067|X348|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000067537491A79CECEB27AA57AE19F996D585F152291BF00E5570786B8E6D158385E0D2DDE7B9B4672C675AFBBC65B030A5
4068|X349|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000062A43A6911D876D7F87AC91E96DD91294ACDBA28B2C3E5D59A6C6A750D69B5EEE8486B28992D13CD6054DA749DDA9FEE
4069|X350|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000DDEAF852F46716B7B11F65719CBD6FF192415F8AC6EB646B2CC4A8350FD2A0871A181200CC4CC04FC0EE21399FEAEFE2
4070|X351|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000010ABAE069C4B908F7A25F96650ECE225758199DC1E5704B7DAA681D32576F3591C5C6A282AA5EB7D645DEC68A1B5D7F5
4071|X352|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000EB187936699EFE38D722A54DD6FB9C5E4B3AC71D928FF8210E24684F661BE9035C27AE2C7831D3EAE41EFFF7E7AE4FC6
4072|X353|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000AD5FF14EF1301EAFA8378438AA142A0D62491CDF8232F5C77636773F2A1B879CC59A1A1E1862EF5766BE12C6CC6D527B
4073|X355|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000077DDF55406465A9919A1831C75B3D039A492F0476D4AE381590AA77C9F3502374CD222DCF847F1A04FE252EB6EFF34E3
4074|X356|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000014AFACC948E498D0DE3494764265AD3757FE727DAF6A79C34FE9CF39EB70F68568B32A7F9899A8AB0793E84F8F937D92
4075|X357|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000006B3A7437B8E3764C46DA6D13A48B1E4B9029CB33CD8FE77BBA90537AF9638ECEC4CB8C3ACDFB051FAD81B9E27988905D
4076|X358|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000767A53EA324463AEB104CA9F0D9B6F3CB5CFA5B4DA31CA06E25AAF37B9B061753D7DF91E5C83E1274F9A549D11C69845
4077|X360|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000000A643DFE4DF10DDBD2AA1861EE70EA3541FED5F34304B22C0795C4B42D8E4A8AEDDD3886A690B8D4EC969FAC6F2B8366
4078|X361|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000171F5845490AD77B10C8CCF5BCFC163EB42DFC4341B0E190BE4995A8014D01143F70F0D105C96830BAE28F235841FE00
4079|X362|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000001AEADD507703E0894FCB8D74F86EA7249E549271EB2E4E49803DF9C693E49E169B1B879EB5946C06587E9F774CDF1ABC
4080|X363|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000030FC4B627D22D35DF27F3B6C2F7E1D6921B98157F4151A89AA31CD6C9633A83F062FCD028DB3408BEB19DEEF150FF50
4081|X364|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000007EE0640CFE916CE1D85C10FCB8F6ABE8B67B489DB365AEEE88BE18A2CC8B6F8AE2DDD18F58530D37CD8C512DAC610B9B
4082|X365|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000038C4D8593D3C3B95D9A66C894BA8047F37BBD2C58A133E7ED7E440755D20DE080194DCF70B01750593E36C175EA21310
4083|X366|16|1|2019-10-03|2019-10-06|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000037BC02F2ECE194F20E46ACFD3E869B46526DCA3937143AF8420A603A1B9D47A5A7605E60EC447B8408B797C868628270
4084|X367|16|1|2019-10-03|2019-10-06|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD82540200000008518FF01357200CECD7AEDD4572BFB7B356304FDB367B0C683589EBFB89D6A3547B5D5F60C2477E68ABB55F1DFA1809
4085|X368|16|1|2019-10-03|2019-10-06|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000EC2DCF752BB817CD4F18978AEB8FFF53A85483DBAC2A20E55FB912DA1D5BA97ADB82FE8542DD746202BA29FC51D68FE1
4086|XS06|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000B341C75D231BEA862630293CFF34F2320FB524A1CF961600C43033D977F36F1C0F02FFA16BB447E91CB21F0B9D039276
4087|XZ05|6|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000007D00F9D1DED6DCA396BAC16201A0A6EC062B097BECC70AD4F13C7B8102B0223B13938E71B0B6366608FD6D1E6A1DE125
4088|XZ06|11|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000BB135C31C5C39215A8AAAEDFC1B8FE4348D2E60BE52C23AC5C9B5140A9A8A385D4B45073897ED0A6595461721A456C83
4089|XZ101|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000389D64CB340820D56B9C3F007120D8DF7112FD33E4811617A156A5FDC0F36A1668C6005D4966F0045B699C58578A632A
4090|XZ102|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000006C963894202B0F2CD628585C5E5ACE3B1A47A0013EC66589DC3D4A50A2785020C6002170972752CAAF918A793B3BA8B8
4091|XZ103|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD8254020000003F6CCBE511D8EAF24B80461F06145BF74FE3D6277080C44FA554285932EB965741A35D77E7138EA2D8EE851806A0F603
4092|XZ104|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000A110062BB8351A6424D425CC583DFE6D3A0951CD91FD2F3AF6C8027E7C1B99D34C18D0D2887B0C62EDB57E7F59707B08
4093|XZ105|16|1|2019-07-01|2019-07-07|AMPS updates since original review|NULL|2|0x00BB0D1AB27E7F46A25E608661BD825402000000A729026D4FC742C01EA614844AC296AFE4F63EAAFB67279744B878B895859D0422395C7B9315C7B20BA35264775D947B
